ChangedFiles,UpdatedAt,PublishedAt,ClosedAt,PullRequestsCount,ParticipantsCount,State,RepositoryId,RepositoryName,PrimaryLanguage,Title,LastEditedAt,Author,MergedAt,CommitsCount,OwnerName,ObjectId,Deletions,Additions,ReviewsCount,StargazersCount,CreatedAt
2,2022-07-11T07:05:48Z,2022-07-11T06:13:49Z,2022-07-11T07:05:47Z,3390,1,MERGED,MDEwOlJlcG9zaXRvcnkxNzg5OTExNTg=,starship,Rust,build: bump serde from 1.0.138 to 1.0.139,None,dependabot,2022-07-11T07:05:47Z,1,starship,8b562ab3-e2e6-44c2-881e-9459721d87fa,5,5,1,45102,2022-07-11T06:13:49Z
2,2023-03-08T07:56:43Z,2023-03-08T03:04:54Z,2023-03-08T07:33:24Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps): bump @nestjs/core from 9.0.1 to 9.0.5 in /sample/26-queues,2023-03-08T07:32:53Z,dependabot,2023-03-08T07:33:24Z,1,nestjs,51f175ae-ae10-418c-8cef-4fe5e9329b2f,8,8,0,67599,2023-03-08T03:04:54Z
1,2023-11-03T14:40:44Z,2023-11-01T23:55:51Z,2023-11-03T14:40:43Z,8942,1,MERGED,MDEwOlJlcG9zaXRvcnk2ODM4OTIx,prometheus,Go,build(deps): bump actions/checkout from 4.1.0 to 4.1.1 in /scripts,None,dependabot,2023-11-03T14:40:43Z,1,prometheus,2652e0d4-0ab4-4f43-aecb-1adc175a11d0,1,1,0,55548,2023-11-01T23:55:51Z
2,2021-05-08T07:59:51Z,2021-04-27T18:42:28Z,2021-05-08T07:59:40Z,2929,1,MERGED,MDEwOlJlcG9zaXRvcnk1Mjc3MzE1Nw==,typeorm,TypeScript,chore(deps-dev): bump redis from 3.0.2 to 3.1.1,None,dependabot,2021-05-08T07:59:40Z,1,typeorm,b50e5181-a4c0-431f-b661-e605175d8844,9,17,0,34191,2021-04-27T18:42:28Z
1,2023-11-02T09:52:24Z,2023-11-01T23:00:29Z,2023-11-02T09:52:23Z,2999,1,MERGED,MDEwOlJlcG9zaXRvcnk1MTk4MzI=,mitmproxy,Python,"Update pytest-timeout requirement from <2.2,>=1.3.3 to >=1.3.3,<2.3",None,dependabot,2023-11-02T09:52:23Z,1,mitmproxy,19407bc9-5a13-4cc0-b4e4-4457f7a4021b,1,1,0,36698,2023-11-01T23:00:29Z
1,2022-09-16T09:10:40Z,2022-09-14T07:30:28Z,2022-09-16T09:10:39Z,6144,1,MERGED,MDEwOlJlcG9zaXRvcnk5MDc5NjY2Mw==,puppeteer,TypeScript,chore(deps): bump ossf/scorecard-action from 1.1.2 to 2.0.3,2022-09-16T08:49:01Z,dependabot,2022-09-16T09:10:39Z,1,puppeteer,956c2d1b-5ccc-4c8b-8afa-676ec12d0367,1,1,1,88671,2022-09-14T07:30:28Z
3,2022-06-13T03:43:57Z,2022-06-13T00:01:56Z,2022-06-13T03:43:45Z,2483,1,CLOSED,MDEwOlJlcG9zaXRvcnkyMDM1ODc3NDQ=,hoppscotch,TypeScript,chore(deps-dev): bump @types/jest from 27.5.2 to 28.1.1,None,dependabot,None,1,hoppscotch,c4531407-330b-4e2b-94a5-0bf15ae08f7a,3,3,0,65235,2022-06-13T00:01:56Z
2,2023-04-11T18:16:05Z,2023-01-09T03:13:13Z,2023-04-11T18:16:02Z,7052,1,CLOSED,MDEwOlJlcG9zaXRvcnkzNjc4NzMx,webpack,JavaScript,chore(deps-dev): bump eslint-plugin-jest from 24.7.0 to 27.2.1,2023-04-11T18:16:01Z,dependabot,None,1,webpack,92db8ff3-d745-4bf8-8d55-1968a84b06cd,60,72,0,64671,2023-01-09T03:13:13Z
2,2020-11-25T08:01:23Z,2020-11-25T05:23:39Z,2020-11-25T08:01:20Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump fastify-static from 3.2.1 to 3.3.0,None,dependabot,2020-11-25T08:01:20Z,1,nestjs,9d69125d-625e-4776-bbaa-c2762a8c96ea,18,9,0,67599,2020-11-25T05:23:39Z
1,2023-03-17T14:41:55Z,2023-03-15T23:05:43Z,2023-03-17T14:41:50Z,2602,3,MERGED,MDEwOlJlcG9zaXRvcnkxNzgwMzIzNg==,rclone,Go,build(deps): bump actions/setup-go from 3 to 4,2023-03-17T14:08:40Z,dependabot,2023-03-17T14:41:50Z,1,rclone,fed185c0-b085-4c48-82df-fbc816b5d64e,3,3,1,47037,2023-03-15T23:05:43Z
1,2023-05-10T08:45:22Z,2023-05-10T08:40:10Z,2023-05-10T08:45:09Z,1378,1,MERGED,MDEwOlJlcG9zaXRvcnkxMzI0NjQzOTU=,JavaGuide,Java,chore(deps): bump webpack from 5.75.0 to 5.82.0,None,dependabot,2023-05-10T08:45:09Z,1,Snailclimb,cdba0e14-b832-40e9-968d-16382e9e9728,230,230,0,146710,2023-05-10T08:40:10Z
9,2024-09-30T21:51:04Z,2024-09-30T20:45:55Z,2024-09-30T21:50:56Z,1696,1,CLOSED,R_kgDOIpvk-w,text-generation-webui,Python,Update gradio requirement from ==4.26.* to ==4.44.*,None,dependabot,None,1,oobabooga,9b94af7b-59b5-493f-82bb-5a088cd6578c,9,9,0,40456,2024-09-30T20:45:55Z
2,2022-11-16T00:03:20Z,2021-11-14T01:32:35Z,2021-11-15T16:16:36Z,9804,1,MERGED,MDEwOlJlcG9zaXRvcnk3NTEwNDEyMw==,prettier,JavaScript,Build(deps): Bump node-fetch from 3.0.0 to 3.1.0 in /scripts/release,None,dependabot,2021-11-15T16:16:36Z,1,prettier,cc0f8c24-3ed9-47aa-a998-3340364e81b1,10,18,0,49376,2021-11-14T01:32:35Z
2,2024-07-04T05:28:37Z,2024-07-03T14:21:30Z,2024-07-04T05:28:35Z,3115,1,MERGED,R_kgDOLfkiww,OpenHands,Python,chore(deps): bump jose from 5.6.2 to 5.6.3 in /frontend,None,dependabot,2024-07-04T05:28:35Z,1,All-Hands-AI,9790cc0f-ccfd-4b32-97c2-24a689ac9415,5,5,1,34070,2024-07-03T14:21:30Z
2,2024-10-28T17:37:43Z,2024-10-24T18:38:46Z,2024-10-28T17:37:41Z,4552,2,CLOSED,R_kgDOJKSTjA,AutoGPT,Python,build(deps): bump the production-dependencies group in /autogpt_platform/frontend with 20 updates,2024-10-28T17:37:40Z,dependabot,None,1,Significant-Gravitas,13917cd9-8f49-4eb4-901c-efe1716b6b43,356,282,0,168029,2024-10-24T18:38:46Z
2,2024-08-20T16:31:21Z,2024-08-20T15:09:49Z,2024-08-20T16:31:19Z,3115,1,MERGED,R_kgDOLfkiww,OpenHands,Python,chore(deps): bump i18next from 23.12.3 to 23.14.0 in /frontend,2024-08-20T16:31:20Z,dependabot,2024-08-20T16:31:19Z,1,All-Hands-AI,04d1a1bd-5fc0-4964-bbaa-2b08b4f89e62,5,5,1,34070,2024-08-20T15:09:49Z
1,2023-08-14T19:40:55Z,2023-08-14T18:57:28Z,2023-08-14T19:40:53Z,2364,1,MERGED,MDEwOlJlcG9zaXRvcnkyNzgzMzUyNzM=,github-readme-stats,JavaScript,Build(deps): Bump github/codeql-action from 2.21.2 to 2.21.4,None,dependabot,2023-08-14T19:40:53Z,1,anuraghazra,783ded1e-ed70-409f-8c80-109be79a8cc0,1,1,1,69361,2023-08-14T18:57:28Z
1,2023-09-15T02:45:41Z,2023-09-11T02:56:03Z,2023-09-15T02:45:38Z,7052,1,CLOSED,MDEwOlJlcG9zaXRvcnkzNjc4NzMx,webpack,JavaScript,chore(deps-dev): bump @babel/core from 7.22.1 to 7.22.17,None,dependabot,None,1,webpack,64a60be4-9dbe-4757-ba62-70257770bea5,132,167,0,64671,2023-09-11T02:56:03Z
1,2023-05-06T05:42:27Z,2023-05-04T01:55:57Z,2023-05-06T05:42:17Z,4508,1,CLOSED,MDEwOlJlcG9zaXRvcnkxMDg3NjE2NDU=,nocodb,TypeScript,chore(deps): bump engine.io from 6.4.1 to 6.4.2 in /packages/nocodb-nest,2023-05-04T13:21:57Z,dependabot,None,1,nocodb,a6a9b679-577d-4e94-a97d-69371f5c06c9,6,6,0,49464,2023-05-04T01:55:57Z
1,2021-07-05T23:06:23Z,2021-06-10T02:03:23Z,2021-07-05T23:06:22Z,7052,2,MERGED,MDEwOlJlcG9zaXRvcnkzNjc4NzMx,webpack,JavaScript,chore(deps-dev): bump jest-junit from 12.0.0 to 12.2.0,2021-06-22T07:48:41Z,dependabot,2021-07-05T23:06:22Z,1,webpack,9bbd33f7-7217-430c-87c8-776d64a9fce0,5,5,0,64671,2021-06-10T02:03:23Z
1,2020-09-02T15:57:15Z,2020-09-02T15:55:21Z,2020-09-02T15:57:13Z,3976,1,MERGED,MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==,tabby,TypeScript,Bump bl from 3.0.0 to 3.0.1 in /app,None,dependabot,2020-09-02T15:57:13Z,1,Eugeny,41b828e7-3933-4653-8ea8-4cb3b01e89ea,12,22,0,59172,2020-09-02T15:55:21Z
1,2024-02-21T22:36:39Z,2024-02-21T20:53:01Z,2024-02-21T22:36:39Z,6183,1,MERGED,R_kgDOIWuq5w,llama_index,Python,Bump cryptography from 42.0.3 to 42.0.4 in /llama-index-integrations/llms/llama-index-llms-sagemaker-endpoint,None,dependabot,2024-02-21T22:36:39Z,1,run-llama,2fee7efe-be01-43aa-8e5b-286294cd8f5f,33,45,0,36519,2024-02-21T20:53:01Z
2,2021-01-03T09:58:54Z,2020-12-31T05:06:17Z,2021-01-03T09:57:29Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump @types/node from 14.14.16 to 14.14.17,2021-01-03T09:58:54Z,dependabot,2021-01-03T09:57:29Z,1,nestjs,fe968d9d-bd96-4e63-a77a-031eca9f0046,4,4,0,67599,2020-12-31T05:06:17Z
1,2024-01-13T12:50:56Z,2023-12-20T03:59:27Z,2024-01-13T12:50:55Z,7052,2,MERGED,MDEwOlJlcG9zaXRvcnkzNjc4NzMx,webpack,JavaScript,chore(deps-dev): bump eslint from 8.43.0 to 8.56.0,2024-01-12T12:59:59Z,dependabot,2024-01-13T12:50:55Z,1,webpack,7ec35369-f9b1-4753-a4ab-663a93bc34ec,25,31,1,64671,2023-12-20T03:59:27Z
2,2021-03-11T07:54:55Z,2021-03-11T05:21:08Z,2021-03-11T07:54:54Z,8333,1,CLOSED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps): bump fast-json-stringify from 2.5.0 to 2.5.1,2021-03-11T07:54:53Z,dependabot,None,1,nestjs,2e34c057-0248-403e-a9a1-f1f9d34fb1eb,4,4,0,67599,2021-03-11T05:21:08Z
1,2024-02-19T20:18:09Z,2024-02-19T12:05:14Z,2024-02-19T20:18:08Z,4140,1,MERGED,MDEwOlJlcG9zaXRvcnk5MzExMzU=,Leaflet,JavaScript,Bump github-pages from 230 to 231 in /docs,None,dependabot,2024-02-19T20:18:08Z,1,Leaflet,fd2fa7ef-a4b0-4ace-abde-770d255793c8,3,3,0,41349,2024-02-19T12:05:14Z
2,2024-01-22T17:23:00Z,2023-12-18T06:42:08Z,None,1814,1,OPEN,MDEwOlJlcG9zaXRvcnkxMjUyNjYzMjg=,black,Python,Bump actions/upload-artifact from 3 to 4,2024-01-22T17:23:00Z,dependabot,None,1,psf,d4315885-9a0a-4e4f-881f-58bc85257aeb,5,5,0,38894,2023-12-18T06:42:08Z
1,2021-07-08T22:08:18Z,2021-07-08T21:29:04Z,2021-07-08T22:08:17Z,1897,1,MERGED,MDEwOlJlcG9zaXRvcnkxNzI5NTM4NDU=,code-server,TypeScript,chore(deps-dev): bump @types/pem from 1.9.5 to 1.9.6,None,dependabot,2021-07-08T22:08:17Z,1,coder,bd9a0f4b-937a-44bf-b1f2-3c9136508019,3,3,1,68376,2021-07-08T21:29:04Z
1,2023-10-27T03:28:27Z,2023-10-27T03:27:21Z,2023-10-27T03:28:19Z,3329,2,MERGED,MDEwOlJlcG9zaXRvcnkyNjYyMzExNDk=,logseq,Clojure,chore(deps): bump browserify-sign from 4.2.1 to 4.2.2,None,dependabot,2023-10-27T03:28:19Z,1,logseq,46f18f89-2256-4ec7-9542-5b08adbfcd8b,15,15,0,32776,2023-10-27T03:27:21Z
2,2024-08-30T01:58:24Z,2023-08-28T08:20:22Z,2023-08-30T09:17:11Z,5392,1,MERGED,MDEwOlJlcG9zaXRvcnkxMTE4MDY4Nw==,hugo,Go,build(deps): bump gocloud.dev from 0.33.0 to 0.34.0,None,dependabot,2023-08-30T09:17:10Z,1,gohugoio,23264e91-38a9-45a3-8221-db0d425ae89c,3,3,0,75666,2023-08-28T08:20:22Z
3,2022-12-16T07:12:34Z,2022-12-15T00:13:31Z,2022-12-16T07:12:30Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps): bump light-my-request from 5.6.1 to 5.8.0,None,dependabot,2022-12-16T07:12:30Z,1,nestjs,b25acf96-0eb9-41b2-889f-4eaac4354cc0,5,5,0,67599,2022-12-15T00:13:31Z
2,2023-12-18T18:14:01Z,2023-12-18T11:46:30Z,2023-12-18T18:13:36Z,4137,1,MERGED,MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,hyper,TypeScript,Bump eslint from 8.55.0 to 8.56.0,2023-12-18T18:14:01Z,dependabot,2023-12-18T18:13:36Z,1,vercel,3ad828ad-49c8-46a6-babc-f11641f16c2f,10,10,0,43341,2023-12-18T11:46:30Z
2,2022-01-06T15:34:59Z,2021-12-20T15:00:51Z,2021-12-20T16:13:58Z,1864,1,MERGED,MDEwOlJlcG9zaXRvcnkyMDk2NTc5,marked,JavaScript,chore(deps-dev): Bump @babel/preset-env from 7.16.4 to 7.16.5,2021-12-20T16:12:44Z,dependabot,2021-12-20T16:13:58Z,1,markedjs,00972f5d-d547-4a10-a8ee-b3ed59535c89,568,574,0,33132,2021-12-20T15:00:51Z
1,2024-04-29T02:27:50Z,2024-04-26T02:13:47Z,2024-04-29T02:27:49Z,7052,1,CLOSED,MDEwOlJlcG9zaXRvcnkzNjc4NzMx,webpack,JavaScript,chore(deps-dev): bump react from 18.2.0 to 18.3.0,None,dependabot,None,1,webpack,081b7f75-d84a-4d18-870c-b2314a942618,5,9,0,64671,2024-04-26T02:13:47Z
1,2024-01-25T03:39:31Z,2024-01-18T03:52:40Z,2024-01-25T03:39:29Z,7052,1,CLOSED,MDEwOlJlcG9zaXRvcnkzNjc4NzMx,webpack,JavaScript,chore(deps-dev): bump @types/node from 20.6.0 to 20.11.5,None,dependabot,None,1,webpack,d2cc0e00-8f92-4eb2-bd32-639e976d302e,3,10,0,64671,2024-01-18T03:52:40Z
2,2022-05-23T04:07:27Z,2022-05-11T04:08:43Z,2022-05-23T04:07:26Z,3976,0,CLOSED,MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==,tabby,TypeScript,Bump core-js from 3.21.1 to 3.22.5,None,dependabot,None,1,Eugeny,97ea5872-f5e7-4651-b98e-72134a8746bb,5,5,0,59172,2022-05-11T04:08:43Z
2,2021-12-10T00:04:05Z,2021-11-18T00:15:28Z,2021-12-10T00:04:04Z,8333,0,CLOSED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump typescript from 4.3.5 to 4.5.2,2021-12-09T11:57:15Z,dependabot,None,1,nestjs,29d167f1-fce3-4227-8e8d-40721fa59c9f,4,4,0,67599,2021-11-18T00:15:28Z
2,2022-05-17T12:09:13Z,2022-05-05T00:03:48Z,2022-05-17T12:09:04Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump mocha from 9.2.2 to 10.0.0,2022-05-17T11:25:44Z,dependabot,2022-05-17T12:09:04Z,1,nestjs,e26f4f3d-9390-48f2-9128-a900de824398,38,32,0,67599,2022-05-05T00:03:48Z
1,2024-11-04T21:22:26Z,2024-11-04T06:13:57Z,2024-11-04T21:22:18Z,8922,1,CLOSED,MDEwOlJlcG9zaXRvcnkyMzQ3OTg2NzU=,bevy,Rust,Bump crate-ci/typos from 1.26.8 to 1.27.0,None,dependabot,None,1,bevyengine,df513a03-2b7e-4911-adba-1758d9c3a418,1,1,0,36093,2024-11-04T06:13:57Z
1,2021-08-26T06:42:03Z,2021-08-26T04:11:56Z,2021-08-26T06:41:53Z,3952,1,MERGED,MDEwOlJlcG9zaXRvcnk3NTA4NDEx,RxJava,Java,Bump mockito-core from 3.12.3 to 3.12.4,None,dependabot,2021-08-26T06:41:52Z,1,ReactiveX,dbe18675-4a2f-4f80-a37b-2c7f901d5048,1,1,0,47909,2021-08-26T04:11:56Z
2,2021-10-29T11:13:04Z,2021-10-29T11:10:24Z,2021-10-29T11:13:03Z,4734,2,MERGED,MDEwOlJlcG9zaXRvcnkyMzEyODM0NTI=,excalidraw,TypeScript,chore(deps-dev): bump ts-loader from 9.2.4 to 9.2.6 in /src/packages/utils,None,dependabot,2021-10-29T11:13:03Z,1,excalidraw,e8fecf90-d8a8-40c1-ba10-f1b31c5ad062,12,33,1,83917,2021-10-29T11:10:24Z
2,2021-11-24T21:34:31Z,2021-11-08T06:03:16Z,2021-11-24T21:34:30Z,8922,2,CLOSED,MDEwOlJlcG9zaXRvcnkyMzQ3OTg2NzU=,bevy,Rust,Update glam requirement from 0.18.0 to 0.20.0,2021-11-24T21:34:29Z,dependabot,None,1,bevyengine,ef625481-9e84-4c3e-99ac-a3e5bcfbdcca,2,2,0,36094,2021-11-08T06:03:16Z
1,2024-06-01T19:59:53Z,2024-05-27T06:54:20Z,2024-06-01T19:59:53Z,1814,1,MERGED,MDEwOlJlcG9zaXRvcnkxMjUyNjYzMjg=,black,Python,Bump pypa/cibuildwheel from 2.18.0 to 2.18.1,None,dependabot,2024-06-01T19:59:53Z,1,psf,e788c401-e17a-4fea-8eb0-5dd048fa25cb,1,1,0,38894,2024-05-27T06:54:20Z
2,2022-05-10T12:19:43Z,2022-05-08T01:44:40Z,2022-05-10T12:19:42Z,4734,1,CLOSED,MDEwOlJlcG9zaXRvcnkyMzEyODM0NTI=,excalidraw,TypeScript,chore(deps): bump firebase from 8.3.3 to 9.8.0,None,dependabot,None,1,excalidraw,220842b7-a235-4fc4-a4af-e30ae07e06a5,367,493,0,83917,2022-05-08T01:44:40Z
2,2023-05-23T14:00:01Z,2023-05-03T13:58:56Z,2023-05-23T13:59:58Z,2189,0,CLOSED,MDEwOlJlcG9zaXRvcnkzNTc3OTE5,beego,Go,build(deps): bump go.opentelemetry.io/otel/sdk from 1.11.2 to 1.15.1,2023-05-21T07:22:08Z,dependabot,None,1,beego,047d98f3-6310-4ab3-ae78-2dae00625a59,18,18,0,31593,2023-05-03T13:58:56Z
1,2023-07-22T18:31:34Z,2023-07-22T18:25:08Z,2023-07-22T18:31:30Z,2364,1,MERGED,MDEwOlJlcG9zaXRvcnkyNzgzMzUyNzM=,github-readme-stats,JavaScript,Build(deps): Bump actions/checkout from 3.5.2 to 3.5.3,None,dependabot,2023-07-22T18:31:30Z,1,anuraghazra,0141db6b-7c1f-48b3-92a9-ee1182c69939,1,1,1,69361,2023-07-22T18:25:08Z
1,2021-08-02T17:15:16Z,2021-08-02T12:00:57Z,2021-08-02T17:15:14Z,5310,2,MERGED,MDEwOlJlcG9zaXRvcnkxNjEwMTIwMTk=,jellyfin,C#,Bump Swashbuckle.AspNetCore from 6.1.4 to 6.1.5,None,dependabot,2021-08-02T17:15:14Z,1,jellyfin,ea2ae665-15f5-4cf6-a8bc-706047af0bd0,1,1,2,34790,2021-08-02T12:00:57Z
2,2023-07-24T00:43:42Z,2023-07-21T00:59:16Z,2023-07-24T00:43:39Z,8333,1,CLOSED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump @apollo/server from 4.7.5 to 4.8.0,None,dependabot,None,1,nestjs,a2be4217-bf16-4f6d-a87e-d170e45666aa,5,5,0,67599,2023-07-21T00:59:16Z
2,2021-03-21T07:01:17Z,2021-03-21T01:10:41Z,2021-03-21T07:01:16Z,4734,1,MERGED,MDEwOlJlcG9zaXRvcnkyMzEyODM0NTI=,excalidraw,TypeScript,chore(deps-dev): bump css-loader from 5.1.2 to 5.1.3 in /src/packages/excalidraw,None,dependabot,2021-03-21T07:01:16Z,1,excalidraw,11c33e4c-53f8-4845-b9b4-85ac51044584,5,5,1,83917,2021-03-21T01:10:41Z
2,2022-02-02T03:51:24Z,2022-02-01T20:33:45Z,2022-02-02T03:51:22Z,6193,2,CLOSED,MDEwOlJlcG9zaXRvcnk5NDkxMTE0NQ==,docusaurus,TypeScript,chore(deps): bump stringify-object from 3.3.0 to 4.0.0,None,dependabot,None,1,facebook,8acb6d92-9f1b-4cfc-8f89-f2c479468d30,2,21,0,56525,2022-02-01T20:33:45Z
2,2024-02-02T08:51:13Z,2024-01-30T00:42:34Z,2024-02-02T08:51:10Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump @typescript-eslint/eslint-plugin from 6.19.1 to 6.20.0,2024-01-31T08:02:31Z,dependabot,2024-02-02T08:51:10Z,1,nestjs,a6b98e1f-f2ce-4d48-8297-ac58dd31b14a,189,37,0,67599,2024-01-30T00:42:34Z
1,2021-07-12T21:53:30Z,2021-07-12T12:00:58Z,2021-07-12T21:53:29Z,5310,2,MERGED,MDEwOlJlcG9zaXRvcnkxNjEwMTIwMTk=,jellyfin,C#,Bump SkiaSharp from 2.80.2 to 2.80.3,None,dependabot,2021-07-12T21:53:29Z,1,jellyfin,a65e6080-58f3-4eaf-8e71-01a3a03c90b3,1,1,2,34790,2021-07-12T12:00:58Z
2,2023-01-08T07:52:12Z,2022-11-09T08:03:45Z,2023-01-08T07:52:12Z,498,1,MERGED,MDEwOlJlcG9zaXRvcnkyMzc3OTEwNzc=,diagrams,Python,chore(deps-dev): bump pytest from 7.0.1 to 7.2.0,2023-01-08T07:45:26Z,dependabot,2023-01-08T07:52:12Z,1,mingrammer,451a6948-9e6a-4e46-9fcc-c49257fd8ddd,33,23,0,38474,2022-11-09T08:03:45Z
2,2021-07-13T02:53:53Z,2021-07-12T11:06:16Z,2021-07-13T02:41:44Z,4137,1,MERGED,MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,hyper,TypeScript,Bump @types/lodash from 4.14.170 to 4.14.171,2021-07-13T02:42:31Z,dependabot,2021-07-13T02:41:44Z,1,vercel,5edcb51a-704e-4ce7-be49-6b6caa6f353f,5,5,0,43341,2021-07-12T11:06:16Z
2,2022-04-01T08:26:41Z,2022-03-29T08:12:25Z,2022-04-01T08:26:39Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump point-of-view from 5.1.0 to 5.2.0,2022-03-31T18:46:22Z,dependabot,2022-04-01T08:26:39Z,1,nestjs,e5815fa7-1063-4035-a822-839deb007be5,4,4,0,67599,2022-03-29T08:12:25Z
1,2022-09-14T08:13:33Z,2022-09-14T07:57:19Z,2022-09-14T08:13:17Z,9648,1,CLOSED,MDEwOlJlcG9zaXRvcnkxOTMyMTU1NTQ=,n8n,TypeScript,build(deps): bump postcss from 6.0.23 to 7.0.39,None,dependabot,None,1,n8n-io,9c040b0d-5a82-4606-9acf-f71e2e0a9a52,2595,0,0,48219,2022-09-14T07:57:19Z
1,2023-09-05T02:08:15Z,2023-08-25T02:29:20Z,2023-09-05T02:08:05Z,7052,1,CLOSED,MDEwOlJlcG9zaXRvcnkzNjc4NzMx,webpack,JavaScript,chore(deps-dev): bump @babel/core from 7.22.1 to 7.22.11,None,dependabot,None,1,webpack,61b5dcdf-3fce-42b4-a912-dd61d53476b4,132,167,0,64671,2023-08-25T02:29:20Z
2,2021-08-06T06:54:00Z,2021-08-04T00:10:14Z,2021-08-06T06:53:59Z,8333,1,CLOSED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump @nestjs/typeorm from 8.0.1 to 8.0.2,2021-08-06T06:53:58Z,dependabot,None,1,nestjs,297f4e9e-1a8c-4f43-a83b-b5f31536af88,4,4,0,67599,2021-08-04T00:10:14Z
2,2023-12-23T12:35:25Z,2023-12-23T05:41:25Z,2023-12-23T12:35:24Z,8379,1,MERGED,R_kgDOHy0BzQ,ruff,Rust,Bump toml from 0.8.2 to 0.8.8,None,dependabot,2023-12-23T12:35:24Z,1,astral-sh,e2976c7a-5562-4387-8593-87ef6109cf52,9,9,0,32497,2023-12-23T05:41:25Z
1,2021-03-12T05:49:08Z,2021-03-12T05:42:47Z,2021-03-12T05:48:58Z,5866,1,CLOSED,MDEwOlJlcG9zaXRvcnkxNjQxNDA3NTY=,Files,C#,Bump Microsoft.Toolkit.Mvvm from 7.0.0-preview4 to 7.0.0,None,dependabot,None,1,files-community,e92f9e73-c0a0-4255-9c30-1b0aa00368f3,1,1,0,34429,2021-03-12T05:42:47Z
1,2022-05-03T00:31:56Z,2022-05-02T23:06:35Z,2022-05-03T00:31:55Z,4965,1,MERGED,MDEwOlJlcG9zaXRvcnkyNjg0MjQ3Mzk=,helix,Rust,build(deps): bump serde_json from 1.0.79 to 1.0.80,None,dependabot,2022-05-03T00:31:55Z,1,helix-editor,57e48d8a-91e9-4c27-8349-c8a2446cb500,2,2,0,33625,2022-05-02T23:06:35Z
1,2023-10-13T14:21:24Z,2023-10-09T12:11:09Z,2023-10-13T14:21:23Z,4140,1,MERGED,MDEwOlJlcG9zaXRvcnk5MzExMzU=,Leaflet,JavaScript,Bump sinon from 16.0.0 to 16.1.0,None,dependabot,2023-10-13T14:21:23Z,1,Leaflet,0b58f6db-311f-47cf-9a54-3a3ace0b056b,3,3,1,41349,2023-10-09T12:11:09Z
2,2021-07-20T20:02:49Z,2021-07-15T20:03:51Z,2021-07-20T20:02:48Z,2684,0,CLOSED,MDEwOlJlcG9zaXRvcnkyNjA2NjcyNw==,mermaid,TypeScript,Bump cypress from 7.6.0 to 7.7.0,None,dependabot,None,1,mermaid-js,90282017-ec22-471f-b4e7-18f1d22dc922,5,5,0,71938,2021-07-15T20:03:51Z
2,2023-12-11T10:00:20Z,2023-12-04T09:36:09Z,2023-12-11T10:00:17Z,1061,0,CLOSED,R_kgDOJTvgag,AgentGPT,TypeScript,Bump replicate from 0.8.4 to 0.21.0 in /platform,None,dependabot,None,1,reworkd,e996fd7d-5f47-4297-9c47-a2e061a96fbb,152,16,0,31716,2023-12-04T09:36:09Z
3,2024-09-16T09:48:23Z,2024-09-03T00:25:17Z,2024-09-16T09:48:16Z,8333,2,MERGED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps): bump light-my-request from 5.13.0 to 6.0.0,2024-09-16T08:18:47Z,dependabot,2024-09-16T09:48:16Z,1,nestjs,99b7c59a-3ba3-46c8-95ce-9bbf8abe6a86,11,38,0,67599,2024-09-03T00:25:17Z
2,2022-12-04T02:02:42Z,2021-12-01T08:22:01Z,2021-12-02T08:14:21Z,5392,0,CLOSED,MDEwOlJlcG9zaXRvcnkxMTE4MDY4Nw==,hugo,Go,build(deps): bump github.com/aws/aws-sdk-go from 1.41.14 to 1.42.16,None,dependabot,None,1,gohugoio,8808668d-f973-47c3-8715-cfa5a0eaf434,3,3,0,75666,2021-12-01T08:22:01Z
